Age,Gender,Gender_Encoded,Height,Weight,Status_Gizi
11.0,L,1,140.1,39.2,Overweight
9.0,L,1,130.2,25.0,Normal
8.0,L,1,127.0,24.8,Normal
12.0,L,1,141.2,42.7,Overweight
7.0,L,1,118.6,23.8,Normal
6.0,L,1,114.5,17.0,Underweight
6.0,L,1,115.5,20.4,Normal
11.0,P,0,141.6,38.9,Overweight
7.0,L,1,117.3,21.9,Normal
8.0,P,0,123.7,26.7,Normal
8.0,P,0,123.3,21.6,Normal
8.0,L,1,125.3,28.2,Normal
8.0,P,0,120.9,20.4,Underweight
10.0,L,1,132.6,30.0,Normal
9.0,P,0,128.3,29.6,Normal
8.0,L,1,121.2,22.8,Normal
7.0,P,0,121.8,19.7,Underweight
10.0,P,0,140.0,30.8,Normal
7.0,P,0,117.5,21.3,Normal
10.0,P,0,134.7,28.7,Normal
10.0,L,1,130.0,29.0,Normal
9.0,P,0,125.6,26.9,Normal
6.0,P,0,112.3,17.1,Underweight
10.0,P,0,130.6,25.0,Normal
12.0,L,1,149.8,36.3,Normal
8.0,L,1,120.0,20.0,Underweight
7.0,L,1,119.4,20.0,Normal
8.0,P,0,121.1,22.4,Normal
10.0,L,1,133.2,30.2,Normal
9.0,P,0,124.3,24.2,Normal
6.0,P,0,117.1,21.5,Normal
11.0,L,1,138.6,37.0,Overweight
8.0,P,0,121.0,28.4,Overweight
6.0,P,0,114.2,19.1,Normal
6.0,L,1,111.9,17.4,Underweight
11.0,P,0,138.0,33.4,Normal
7.0,L,1,116.8,24.5,Normal
12.0,P,0,145.7,36.6,Normal
6.0,P,0,115.6,18.5,Underweight
11.0,L,1,143.2,41.4,Overweight
6.0,P,0,118.0,18.1,Underweight
11.0,P,0,135.0,33.6,Overweight
12.0,L,1,146.6,37.3,Normal
12.0,P,0,144.6,39.8,Overweight
9.0,L,1,128.3,34.0,Overweight
7.0,P,0,113.4,20.4,Normal
9.0,P,0,126.8,30.5,Overweight
9.0,L,1,129.1,24.9,Normal
11.0,L,1,139.2,40.5,Overweight
6.0,P,0,114.8,18.4,Underweight
6.0,P,0,110.7,19.8,Normal
7.0,P,0,118.7,23.4,Normal
11.0,L,1,142.3,37.9,Overweight
11.0,P,0,138.0,37.0,Overweight
9.0,L,1,128.0,27.6,Normal
6.0,P,0,112.0,22.0,Normal
7.0,P,0,120.5,24.2,Normal
9.0,L,1,123.8,31.6,Overweight
6.0,L,1,116.2,22.0,Normal
10.0,P,0,132.7,33.6,Overweight
9.0,L,1,133.0,27.3,Normal
12.0,P,0,143.8,43.7,Overweight
10.0,L,1,128.6,37.3,Obesity
12.0,L,1,145.8,37.4,Normal
8.0,P,0,122.4,25.1,Normal
7.0,P,0,118.1,18.5,Underweight
7.0,L,1,116.6,19.2,Normal
11.0,L,1,141.4,40.5,Overweight
11.0,P,0,138.0,35.4,Overweight
12.0,P,0,147.5,34.9,Normal
7.0,L,1,118.8,18.2,Underweight
11.0,L,1,140.1,31.3,Normal
11.0,L,1,142.5,40.7,Overweight
8.0,P,0,122.1,27.8,Overweight
11.0,P,0,145.8,37.5,Normal
7.0,L,1,118.7,19.9,Normal
8.0,L,1,125.7,25.0,Normal
8.0,L,1,121.4,20.2,Underweight
10.0,L,1,134.5,31.3,Normal
7.0,L,1,115.5,22.4,Normal
12.0,L,1,150.4,44.4,Overweight
8.0,P,0,127.1,23.8,Normal
7.0,P,0,113.6,18.4,Normal
12.0,L,1,148.7,36.3,Normal
8.0,L,1,122.8,24.1,Normal
12.0,L,1,152.0,40.3,Normal
6.0,P,0,115.3,20.8,Normal
12.0,P,0,148.6,33.6,Normal
11.0,P,0,140.3,38.0,Overweight
11.0,P,0,137.0,36.2,Overweight
9.0,L,1,123.0,29.0,Overweight
7.0,P,0,115.1,18.4,Underweight
11.0,L,1,140.0,37.3,Overweight
9.0,P,0,129.7,26.3,Normal
11.0,L,1,140.8,35.2,Normal
8.0,P,0,121.5,27.2,Overweight
11.0,L,1,142.3,34.7,Normal
10.0,P,0,135.9,31.2,Normal
6.0,L,1,115.7,19.2,Normal
7.0,P,0,117.1,23.6,Normal
10.0,L,1,132.9,37.7,Overweight
10.0,L,1,137.7,26.6,Normal
11.0,P,0,141.9,34.6,Normal
7.0,L,1,118.0,24.6,Normal
6.0,L,1,111.9,19.0,Normal
7.0,L,1,117.4,19.6,Normal
10.0,L,1,135.9,33.9,Overweight
12.0,L,1,147.8,41.0,Overweight
12.0,L,1,142.8,38.8,Overweight
9.0,P,0,133.0,29.2,Normal
11.0,L,1,141.1,39.2,Overweight
6.0,L,1,116.4,19.0,Underweight
9.0,P,0,123.6,34.0,Obesity
10.0,L,1,133.9,33.7,Overweight
11.0,L,1,143.6,32.3,Normal
7.0,P,0,116.5,24.0,Normal
8.0,P,0,119.6,20.4,Normal
8.0,P,0,121.2,27.4,Overweight
11.0,P,0,145.3,32.5,Normal
8.0,P,0,124.4,26.2,Normal
7.0,P,0,121.7,18.0,Underweight
11.0,L,1,145.4,30.7,Normal
12.0,P,0,144.7,42.9,Overweight
7.0,P,0,120.2,22.0,Normal
7.0,P,0,114.1,25.0,Overweight
9.0,L,1,132.3,26.7,Normal
11.0,L,1,137.5,31.1,Normal
7.0,L,1,120.4,18.0,Underweight
8.0,L,1,122.7,23.5,Normal
9.0,P,0,130.1,29.2,Normal
7.0,L,1,117.6,23.5,Normal
11.0,P,0,141.6,34.6,Normal
7.0,L,1,118.1,22.8,Normal
11.0,L,1,137.7,35.0,Overweight
6.0,P,0,112.8,17.0,Underweight
8.0,P,0,123.2,24.3,Normal
8.0,P,0,126.1,24.0,Normal
12.0,P,0,148.7,37.7,Normal
12.0,P,0,141.6,40.8,Overweight
9.0,L,1,130.5,22.0,Underweight
8.0,L,1,123.3,20.9,Underweight
6.0,P,0,115.0,21.1,Normal
8.0,L,1,120.1,23.8,Normal
11.0,L,1,140.0,32.2,Normal
12.0,L,1,146.2,42.4,Overweight
11.0,L,1,139.9,37.8,Overweight
6.0,P,0,115.3,22.0,Normal
12.0,P,0,147.4,40.3,Overweight
10.0,P,0,133.5,29.1,Normal
9.0,P,0,128.3,23.6,Normal
6.0,L,1,118.0,18.1,Underweight
10.0,P,0,135.1,38.0,Overweight
7.0,P,0,123.0,22.6,Normal
10.0,L,1,130.7,34.0,Overweight
12.0,L,1,146.7,44.5,Overweight
9.0,P,0,130.4,28.1,Normal
10.0,P,0,136.5,34.5,Overweight
7.0,L,1,121.0,21.7,Normal
9.0,P,0,127.7,28.6,Normal
11.0,L,1,140.1,35.5,Overweight
11.0,P,0,141.3,34.4,Normal
10.0,L,1,133.5,33.9,Overweight
11.0,L,1,144.9,37.9,Overweight
11.0,L,1,139.8,37.8,Overweight
8.0,L,1,123.1,24.3,Normal
12.0,L,1,151.6,35.3,Normal
12.0,L,1,144.6,35.1,Normal
8.0,P,0,121.1,22.9,Normal
8.0,P,0,124.8,23.9,Normal
11.0,P,0,141.8,34.9,Normal
10.0,L,1,134.7,35.5,Overweight
10.0,P,0,134.4,37.1,Overweight
12.0,L,1,143.0,38.1,Overweight
12.0,P,0,144.8,40.3,Overweight
9.0,L,1,126.4,22.0,Underweight
9.0,L,1,125.3,31.7,Overweight
8.0,L,1,119.7,20.0,Underweight
9.0,P,0,127.8,22.3,Underweight
8.0,P,0,121.8,23.7,Normal
12.0,L,1,144.7,35.0,Normal
6.0,L,1,112.8,17.3,Underweight
8.0,P,0,121.9,27.8,Overweight
6.0,L,1,112.9,17.0,Underweight
10.0,L,1,134.8,31.1,Normal
9.0,L,1,125.5,27.0,Normal
7.0,L,1,117.3,18.0,Underweight
10.0,L,1,133.9,31.8,Normal
7.0,P,0,121.3,23.3,Normal
12.0,L,1,147.8,43.6,Overweight
12.0,P,0,147.1,41.4,Overweight
9.0,P,0,129.3,28.8,Normal
9.0,L,1,127.6,34.0,Overweight
8.0,L,1,118.8,28.1,Overweight
12.0,P,0,143.6,38.8,Overweight
9.0,P,0,127.0,30.7,Overweight
12.0,L,1,144.3,33.3,Normal
11.0,L,1,141.5,39.6,Overweight
10.0,L,1,128.0,29.4,Normal
7.0,L,1,115.7,18.5,Underweight
7.0,P,0,116.0,20.7,Normal
7.0,L,1,113.6,18.0,Underweight
10.0,L,1,132.3,29.2,Normal
10.0,L,1,134.0,36.5,Overweight
9.0,L,1,126.6,25.9,Normal
12.0,P,0,147.9,40.8,Overweight
12.0,P,0,148.9,37.9,Normal
6.0,L,1,110.1,21.7,Normal
11.0,L,1,140.1,37.7,Overweight
6.0,P,0,116.8,21.1,Normal
12.0,L,1,144.5,40.2,Overweight
7.0,P,0,119.1,18.3,Underweight
12.0,L,1,147.6,41.8,Overweight
12.0,L,1,146.4,40.8,Overweight
7.0,L,1,121.6,25.0,Normal
6.0,P,0,112.1,20.3,Normal
9.0,P,0,124.5,32.7,Overweight
6.0,P,0,111.0,19.4,Normal
7.0,L,1,114.2,25.0,Overweight
12.0,P,0,145.7,33.0,Normal
10.0,L,1,135.2,29.3,Normal
10.0,L,1,133.9,36.3,Overweight
12.0,L,1,147.0,41.2,Overweight
9.0,P,0,130.5,28.3,Normal
11.0,P,0,141.7,40.3,Overweight
12.0,L,1,146.0,38.7,Overweight
6.0,P,0,113.7,22.0,Normal
8.0,L,1,123.6,26.2,Normal
12.0,P,0,149.1,37.2,Normal
12.0,L,1,143.5,33.8,Normal
11.0,P,0,138.4,35.1,Overweight
10.0,L,1,129.4,33.5,Overweight
10.0,P,0,137.3,29.9,Normal
8.0,P,0,128.0,25.5,Normal
12.0,P,0,143.8,39.6,Overweight
6.0,P,0,116.5,19.6,Normal
7.0,L,1,116.2,20.1,Normal
12.0,L,1,144.2,39.6,Overweight
12.0,L,1,149.5,38.7,Normal
12.0,P,0,145.8,43.2,Overweight
7.0,P,0,118.3,23.7,Normal
7.0,L,1,119.4,25.0,Normal
8.0,L,1,125.6,27.9,Normal
11.0,L,1,144.9,39.6,Overweight
12.0,L,1,149.1,39.1,Normal
6.0,L,1,117.1,18.5,Underweight
10.0,P,0,129.6,31.5,Overweight
10.0,P,0,129.7,32.4,Overweight
9.0,P,0,129.6,31.5,Overweight
11.0,P,0,137.3,31.8,Normal
11.0,P,0,137.0,33.8,Normal
10.0,P,0,135.3,29.2,Normal
12.0,L,1,146.9,34.5,Normal
10.0,P,0,134.8,33.7,Overweight
10.0,L,1,131.5,34.2,Overweight
9.0,L,1,129.0,29.6,Normal
12.0,P,0,147.5,46.8,Overweight
12.0,L,1,146.3,38.2,Normal
8.0,L,1,121.3,25.7,Normal
9.0,P,0,128.8,27.2,Normal
8.0,P,0,122.5,29.0,Overweight
10.0,L,1,135.1,35.2,Overweight
11.0,P,0,143.7,37.0,Normal
9.0,L,1,127.1,28.1,Normal
10.0,P,0,130.3,33.6,Overweight
10.0,L,1,137.7,33.3,Normal
9.0,P,0,131.4,24.1,Underweight
6.0,P,0,117.3,17.7,Underweight
12.0,P,0,148.9,42.1,Overweight
11.0,L,1,140.7,37.8,Overweight
7.0,L,1,120.1,18.4,Underweight
6.0,P,0,116.4,21.9,Normal
7.0,P,0,116.2,22.8,Normal
6.0,L,1,113.3,22.0,Normal
10.0,L,1,136.3,32.1,Normal
6.0,L,1,114.5,19.2,Normal
9.0,L,1,123.0,28.7,Overweight
6.0,P,0,116.6,19.9,Normal
9.0,P,0,127.7,31.2,Overweight
12.0,L,1,148.2,39.2,Normal
11.0,L,1,139.7,39.9,Overweight
9.0,P,0,126.7,22.0,Underweight
7.0,P,0,114.8,25.0,Overweight
8.0,P,0,120.0,26.4,Overweight
7.0,P,0,123.0,21.5,Normal
11.0,P,0,141.4,31.9,Normal
12.0,P,0,148.6,36.4,Normal
12.0,L,1,149.9,36.4,Normal
9.0,P,0,127.2,30.4,Overweight
12.0,L,1,146.5,44.4,Overweight
10.0,L,1,136.7,35.0,Overweight
9.0,P,0,133.0,26.4,Normal
10.0,L,1,135.5,30.8,Normal
12.0,P,0,143.3,39.2,Overweight
7.0,L,1,118.0,23.3,Normal
9.0,L,1,125.3,23.3,Normal
12.0,P,0,145.1,41.3,Overweight
10.0,L,1,134.9,33.5,Overweight
12.0,L,1,141.3,36.3,Overweight
8.0,L,1,127.3,25.0,Normal
10.0,P,0,134.2,33.1,Overweight
10.0,P,0,128.1,28.4,Normal
6.0,P,0,113.0,21.5,Normal
8.0,L,1,119.7,21.3,Normal
7.0,P,0,119.2,22.7,Normal
9.0,L,1,127.9,24.8,Normal
11.0,L,1,144.1,36.2,Normal
6.0,P,0,114.8,17.0,Underweight
10.0,P,0,132.0,32.4,Overweight
9.0,P,0,130.5,26.2,Normal
7.0,L,1,121.9,20.1,Underweight
10.0,P,0,139.5,32.2,Normal
9.0,P,0,130.7,31.3,Overweight
6.0,P,0,112.1,18.9,Normal
9.0,L,1,129.5,30.7,Overweight
9.0,P,0,130.2,30.5,Overweight
7.0,L,1,117.6,24.3,Normal
7.0,P,0,114.8,23.4,Normal
7.0,L,1,118.8,21.7,Normal
10.0,P,0,134.5,28.1,Normal
7.0,L,1,117.4,21.1,Normal
6.0,P,0,110.1,22.0,Overweight
9.0,P,0,125.9,34.0,Overweight
12.0,P,0,144.9,38.9,Overweight
10.0,P,0,130.4,32.6,Overweight
12.0,L,1,144.6,40.3,Overweight
6.0,L,1,117.0,19.3,Normal
7.0,P,0,114.9,25.0,Overweight
12.0,P,0,148.4,40.3,Overweight
12.0,L,1,144.6,41.5,Overweight
6.0,L,1,114.5,17.7,Underweight
10.0,L,1,128.0,28.4,Normal
6.0,P,0,113.5,19.1,Normal
8.0,L,1,118.2,23.3,Normal
6.0,L,1,113.9,17.9,Underweight
10.0,P,0,133.6,33.4,Overweight
8.0,P,0,125.8,27.7,Normal
10.0,P,0,132.4,33.0,Overweight
12.0,L,1,145.5,41.2,Overweight
11.0,L,1,141.3,35.0,Normal
8.0,P,0,120.8,22.3,Normal
12.0,L,1,146.2,38.3,Normal
11.0,L,1,141.7,34.8,Normal
6.0,L,1,112.9,21.8,Normal
9.0,L,1,132.1,28.3,Normal
11.0,L,1,141.2,35.5,Normal
11.0,L,1,139.4,35.7,Overweight
6.0,L,1,110.6,18.6,Normal
9.0,P,0,126.5,29.2,Overweight
12.0,P,0,146.2,40.5,Overweight
8.0,L,1,124.8,26.2,Normal
10.0,L,1,129.6,27.1,Normal
10.0,L,1,132.5,33.8,Overweight
9.0,P,0,125.9,31.4,Overweight
7.0,L,1,116.6,22.1,Normal
8.0,P,0,120.3,21.7,Normal
12.0,P,0,145.2,33.0,Normal
10.0,P,0,133.8,34.1,Overweight
12.0,L,1,147.7,42.6,Overweight
11.0,P,0,141.4,31.0,Normal
12.0,P,0,146.2,37.9,Normal
11.0,P,0,147.0,32.4,Normal
11.0,L,1,143.8,30.7,Normal
6.0,L,1,114.3,20.5,Normal
10.0,L,1,134.3,33.0,Overweight
9.0,P,0,124.8,28.8,Overweight
11.0,L,1,142.0,33.9,Normal
6.0,L,1,111.8,18.3,Normal
8.0,L,1,124.0,28.5,Overweight
11.0,L,1,142.7,36.0,Normal
11.0,P,0,140.9,34.5,Normal
6.0,L,1,114.6,17.0,Underweight
10.0,L,1,136.3,31.2,Normal
12.0,L,1,146.5,41.4,Overweight
11.0,P,0,141.7,40.1,Overweight
12.0,P,0,145.1,43.2,Overweight
10.0,L,1,132.7,31.3,Normal
9.0,P,0,132.1,29.7,Normal
12.0,L,1,145.1,39.3,Overweight
8.0,L,1,127.9,20.0,Underweight
7.0,P,0,118.8,23.1,Normal
9.0,L,1,127.6,27.8,Normal
8.0,L,1,123.9,28.6,Overweight
11.0,P,0,137.6,33.9,Normal
10.0,P,0,132.2,32.7,Overweight
10.0,L,1,132.1,31.8,Overweight
10.0,L,1,140.0,33.1,Normal
7.0,L,1,116.2,18.0,Underweight
6.0,P,0,114.1,17.7,Underweight
8.0,P,0,126.4,25.2,Normal
7.0,L,1,116.9,19.4,Normal
9.0,P,0,131.0,26.2,Normal
6.0,P,0,112.5,17.0,Underweight
6.0,L,1,115.3,22.0,Normal
7.0,L,1,118.2,18.3,Underweight
7.0,P,0,116.0,21.1,Normal
7.0,P,0,118.7,19.0,Underweight
11.0,P,0,143.7,40.3,Overweight
8.0,P,0,123.9,24.0,Normal
9.0,L,1,128.4,28.4,Normal
9.0,P,0,133.0,23.2,Underweight
8.0,L,1,121.0,23.6,Normal
12.0,P,0,142.4,38.6,Overweight
10.0,P,0,130.3,38.0,Obesity
7.0,L,1,119.4,23.0,Normal
9.0,L,1,124.8,27.6,Normal
12.0,P,0,142.5,41.1,Overweight
11.0,P,0,144.0,34.9,Normal
6.0,P,0,116.3,19.6,Normal
11.0,L,1,143.2,34.1,Normal
8.0,P,0,119.3,22.4,Normal
6.0,L,1,115.9,18.8,Normal
10.0,P,0,133.9,34.1,Overweight
10.0,P,0,132.4,31.0,Normal
9.0,P,0,125.5,31.8,Overweight
9.0,P,0,126.5,26.1,Normal
6.0,P,0,118.0,18.4,Underweight
7.0,L,1,115.5,19.8,Normal
9.0,P,0,126.9,30.5,Overweight
6.0,P,0,113.1,22.0,Normal
7.0,P,0,117.3,24.2,Normal
8.0,L,1,120.9,25.5,Normal
11.0,P,0,135.8,28.0,Normal
8.0,L,1,120.3,23.7,Normal
12.0,L,1,147.6,45.5,Overweight
10.0,P,0,134.9,36.1,Overweight
7.0,P,0,114.4,23.1,Normal
8.0,P,0,118.8,26.5,Overweight
8.0,P,0,124.1,20.0,Underweight
10.0,P,0,137.5,34.1,Overweight
8.0,L,1,119.3,24.6,Normal
6.0,L,1,113.5,22.0,Normal
8.0,L,1,120.5,28.5,Overweight
6.0,L,1,117.3,17.3,Underweight
11.0,L,1,140.3,33.3,Normal
10.0,P,0,129.2,31.5,Overweight
10.0,P,0,132.5,30.2,Normal
8.0,P,0,125.0,26.0,Normal
7.0,P,0,122.9,22.5,Normal
9.0,L,1,128.0,22.0,Underweight
11.0,L,1,143.4,33.4,Normal
11.0,P,0,139.9,43.0,Overweight
8.0,L,1,123.8,28.7,Overweight
7.0,P,0,117.6,19.5,Normal
12.0,P,0,144.6,37.7,Overweight
6.0,P,0,118.0,20.5,Normal
6.0,P,0,114.9,22.0,Normal
8.0,P,0,126.9,27.0,Normal
9.0,L,1,129.1,28.9,Normal
7.0,P,0,119.1,21.7,Normal
12.0,P,0,145.9,42.5,Overweight
12.0,P,0,143.3,36.3,Normal
10.0,L,1,135.5,32.2,Normal
7.0,P,0,116.0,20.9,Normal
12.0,L,1,149.5,39.2,Normal
9.0,L,1,129.1,28.7,Normal
12.0,P,0,147.4,38.9,Normal
10.0,P,0,133.6,31.0,Normal
9.0,L,1,123.4,27.6,Overweight
7.0,P,0,123.0,21.2,Normal
11.0,P,0,141.0,40.2,Overweight
7.0,L,1,114.7,21.9,Normal
11.0,P,0,143.1,36.6,Normal
8.0,L,1,123.3,20.0,Underweight
9.0,P,0,125.9,26.6,Normal
6.0,L,1,114.8,20.1,Normal
11.0,P,0,140.3,36.5,Overweight
11.0,P,0,142.1,37.8,Overweight
9.0,L,1,132.3,28.4,Normal
10.0,P,0,134.8,29.2,Normal
7.0,P,0,119.7,24.3,Normal
7.0,P,0,118.7,19.4,Underweight
11.0,L,1,143.8,33.9,Normal
7.0,L,1,118.2,18.0,Underweight
10.0,P,0,131.7,32.4,Overweight
12.0,L,1,144.0,41.9,Overweight
12.0,L,1,146.3,32.9,Normal
7.0,L,1,119.0,21.4,Normal
7.0,P,0,119.7,18.9,Underweight
12.0,P,0,143.6,40.4,Overweight
11.0,P,0,138.1,37.1,Overweight
12.0,L,1,144.9,37.9,Overweight
8.0,L,1,126.6,26.2,Normal
7.0,L,1,119.4,20.5,Normal
10.0,P,0,138.4,33.8,Normal
9.0,L,1,131.5,24.6,Normal
6.0,L,1,117.9,18.2,Underweight
7.0,P,0,120.6,21.1,Normal
12.0,P,0,152.0,38.2,Normal
11.0,L,1,138.4,34.4,Normal
11.0,P,0,145.7,38.6,Overweight
12.0,P,0,146.3,39.4,Overweight
12.0,L,1,145.0,35.8,Normal
10.0,P,0,131.0,31.8,Overweight
6.0,P,0,115.0,21.3,Normal
7.0,P,0,120.7,22.2,Normal
12.0,L,1,147.5,38.7,Normal
8.0,P,0,121.2,27.0,Overweight
11.0,P,0,139.7,36.1,Overweight
11.0,P,0,137.6,37.8,Overweight
12.0,P,0,145.2,40.0,Overweight
9.0,P,0,128.4,29.8,Overweight
10.0,L,1,135.6,32.7,Normal
12.0,L,1,149.4,37.7,Normal
7.0,L,1,116.9,21.2,Normal
12.0,L,1,150.3,37.4,Normal
9.0,P,0,125.6,26.7,Normal
12.0,P,0,144.4,40.1,Overweight
10.0,P,0,135.4,31.9,Normal
11.0,L,1,141.0,29.9,Normal
9.0,P,0,127.2,23.6,Normal
8.0,L,1,121.6,25.7,Normal
9.0,L,1,127.8,28.0,Normal
10.0,L,1,130.7,32.4,Overweight
9.0,L,1,125.9,27.9,Normal
11.0,P,0,144.3,40.1,Overweight
8.0,L,1,122.5,23.6,Normal
11.0,P,0,140.1,36.4,Overweight
8.0,L,1,120.9,27.6,Overweight
7.0,L,1,118.1,20.5,Normal
8.0,P,0,121.7,21.6,Normal
9.0,L,1,133.0,24.3,Underweight
11.0,L,1,143.5,33.3,Normal
9.0,L,1,132.3,31.2,Normal
8.0,P,0,124.3,24.0,Normal
9.0,P,0,129.0,28.6,Normal
6.0,L,1,113.1,17.1,Underweight
11.0,P,0,139.6,33.8,Normal
6.0,L,1,117.9,22.0,Normal
6.0,L,1,112.6,22.0,Normal
7.0,P,0,116.5,25.0,Overweight
6.0,P,0,111.6,22.0,Normal
9.0,P,0,129.9,26.7,Normal
11.0,P,0,140.2,33.3,Normal
11.0,P,0,145.2,39.6,Overweight
8.0,P,0,120.7,21.8,Normal
12.0,L,1,141.9,35.3,Normal
12.0,L,1,148.7,39.1,Normal
11.0,P,0,138.5,35.8,Overweight
11.0,L,1,139.9,41.1,Overweight
11.0,L,1,142.5,33.4,Normal
12.0,P,0,144.3,35.4,Normal
11.0,P,0,143.0,29.6,Normal
11.0,L,1,142.9,33.9,Normal
9.0,L,1,125.9,29.1,Overweight
10.0,P,0,134.5,35.0,Overweight
8.0,P,0,124.3,25.8,Normal
10.0,L,1,132.9,25.9,Normal
12.0,P,0,147.6,39.2,Overweight
11.0,L,1,140.8,34.6,Normal
10.0,L,1,132.7,28.9,Normal
11.0,L,1,142.9,36.4,Normal
10.0,L,1,131.2,35.9,Overweight
12.0,P,0,149.7,35.8,Normal
7.0,P,0,114.2,19.0,Normal
11.0,P,0,141.1,35.8,Normal
8.0,L,1,123.6,20.3,Underweight
7.0,P,0,120.8,21.1,Normal
11.0,L,1,139.1,34.3,Normal
10.0,P,0,133.8,30.0,Normal
10.0,P,0,137.0,30.3,Normal
9.0,L,1,124.7,27.8,Normal
12.0,P,0,144.6,38.4,Overweight
12.0,L,1,144.4,37.0,Normal
11.0,L,1,140.4,32.2,Normal
10.0,L,1,131.3,33.7,Overweight
12.0,P,0,150.2,38.4,Normal
11.0,P,0,142.7,37.0,Overweight
12.0,P,0,142.1,35.9,Normal
9.0,L,1,123.2,23.7,Normal
6.0,P,0,115.5,17.0,Underweight
7.0,P,0,120.0,23.7,Normal
12.0,P,0,143.6,40.0,Overweight
10.0,P,0,137.9,27.0,Normal
12.0,P,0,144.4,37.1,Normal
7.0,P,0,118.6,22.7,Normal
11.0,L,1,143.8,36.5,Normal
8.0,P,0,124.3,25.9,Normal
12.0,L,1,147.3,37.3,Normal
10.0,L,1,133.7,30.2,Normal
12.0,P,0,144.7,40.7,Overweight
7.0,L,1,118.9,19.0,Underweight
12.0,P,0,145.1,36.0,Normal
7.0,P,0,116.8,25.0,Overweight
12.0,L,1,143.8,37.5,Overweight
10.0,L,1,132.0,30.5,Normal
9.0,L,1,128.5,32.3,Overweight
7.0,P,0,117.2,22.9,Normal
12.0,L,1,147.2,42.9,Overweight
12.0,L,1,144.9,45.0,Overweight
10.0,L,1,132.3,30.4,Normal
10.0,P,0,140.0,25.0,Underweight
12.0,L,1,145.6,41.3,Overweight
6.0,L,1,115.6,20.1,Normal
9.0,P,0,123.0,29.0,Overweight
6.0,L,1,113.5,19.3,Normal
9.0,P,0,129.6,26.5,Normal
8.0,L,1,122.6,29.0,Overweight
11.0,L,1,143.3,30.5,Normal
7.0,L,1,121.7,18.0,Underweight
10.0,P,0,132.4,33.2,Overweight
12.0,L,1,149.1,39.8,Normal
11.0,L,1,139.5,32.2,Normal
12.0,L,1,145.3,35.4,Normal
7.0,P,0,123.0,20.9,Underweight
10.0,L,1,137.5,31.9,Normal
11.0,P,0,135.3,35.7,Overweight
7.0,P,0,113.0,21.6,Normal
10.0,L,1,133.9,28.5,Normal
7.0,P,0,116.4,19.7,Normal
9.0,L,1,125.9,23.6,Normal
12.0,L,1,142.9,44.5,Overweight
9.0,P,0,127.7,26.4,Normal
8.0,P,0,121.1,27.3,Overweight
8.0,L,1,124.8,29.0,Overweight
10.0,P,0,131.5,37.2,Overweight
11.0,L,1,146.2,35.4,Normal
11.0,L,1,138.8,41.5,Overweight
9.0,L,1,124.9,26.5,Normal
8.0,L,1,121.6,22.8,Normal
11.0,L,1,143.1,40.0,Overweight
11.0,P,0,144.2,34.7,Normal
10.0,L,1,133.8,32.3,Overweight
11.0,P,0,144.6,37.8,Overweight
10.0,L,1,131.4,34.8,Overweight
9.0,P,0,126.5,27.8,Normal
9.0,P,0,129.2,29.4,Normal
10.0,P,0,133.6,31.6,Normal
6.0,P,0,113.7,20.0,Normal
10.0,L,1,131.2,34.7,Overweight
12.0,L,1,149.3,39.9,Normal
7.0,L,1,117.2,24.7,Normal
7.0,P,0,116.6,23.5,Normal
8.0,P,0,123.6,26.5,Normal
8.0,P,0,121.2,22.9,Normal
7.0,L,1,119.0,24.3,Normal
7.0,P,0,119.9,20.7,Normal
6.0,L,1,114.8,17.0,Underweight
12.0,L,1,143.7,46.1,Obesity
12.0,L,1,150.1,36.6,Normal
12.0,L,1,149.0,38.2,Normal
9.0,L,1,131.1,28.8,Normal
11.0,P,0,144.1,37.3,Normal
12.0,L,1,144.0,38.2,Overweight
12.0,L,1,144.0,39.9,Overweight
6.0,P,0,115.0,17.0,Underweight
7.0,L,1,120.5,21.3,Normal
7.0,P,0,120.0,21.4,Normal
12.0,L,1,141.0,40.2,Overweight
6.0,P,0,115.7,20.0,Normal
8.0,L,1,122.6,21.8,Normal
11.0,L,1,135.7,34.4,Overweight
12.0,P,0,145.4,40.3,Overweight
12.0,P,0,140.5,36.9,Overweight
8.0,P,0,123.6,24.2,Normal
12.0,P,0,145.7,31.6,Normal
8.0,P,0,121.9,26.5,Normal
8.0,P,0,123.7,26.1,Normal
10.0,L,1,131.9,33.2,Overweight
8.0,P,0,123.6,24.7,Normal
6.0,P,0,114.2,18.6,Normal
11.0,L,1,144.6,37.2,Normal
11.0,P,0,145.2,30.7,Normal
8.0,L,1,123.7,23.3,Normal
7.0,L,1,113.0,22.5,Normal
6.0,P,0,113.5,20.2,Normal
12.0,L,1,141.0,39.1,Overweight
7.0,P,0,118.5,21.2,Normal
11.0,P,0,139.5,35.6,Overweight
12.0,L,1,143.1,36.5,Normal
8.0,L,1,123.1,20.0,Underweight
9.0,P,0,127.3,24.3,Normal
11.0,L,1,141.6,35.5,Normal
9.0,P,0,128.4,31.6,Overweight
12.0,P,0,145.2,40.6,Overweight
10.0,P,0,132.9,27.6,Normal
10.0,P,0,138.8,33.5,Normal
9.0,P,0,125.5,25.4,Normal
6.0,P,0,115.0,21.7,Normal
12.0,P,0,146.4,42.0,Overweight
9.0,P,0,132.6,26.2,Normal
9.0,P,0,131.2,25.4,Normal
10.0,P,0,135.8,27.8,Normal
8.0,P,0,125.1,20.5,Underweight
9.0,P,0,124.4,25.9,Normal
